ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed
SE-00003600,PR-00002490,Wood Street Childcare Centre,Lucantonio Nominees Pty Ltd,Centre-Based Care,272-272A Wood Street,PRESTON,VIC,3072,03 9471 1755,03 9471 1766,woodstreetchildcarecentre@bigpond.com,"•	Where the service is unable to comply with Regulation 136, the approved provider must ensure that all staff present at the education and care service follow the procedures identified in the application for temporary waiver.
•	The approved provider must ensure that practical training is undertaken as soon as practicable for the relevant qualifications for all staff.
•	The approved provider must ensure they notify the Regulatory Authority within 14 days if the waiver is no longer required.
",58,1/01/2012,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Mar-15,,,,,,,,,,,Yes,No,No,No,No,No,No,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003601,PR-00001674,Pyalong Preschool,Mitchell Shire Council,Centre-Based Care,12 High Street,PYALONG,VIC,3521,357851237,357851237,pyalong.kindergarten@mitchellshire.vic.gov.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.         the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.         the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.         the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
                       i.             a list of the service’s emergency contact details;
                      ii.             procedures for monitoring and managing bushfire risks and events;
                     iii.             procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
                     iv.             procedures for notifying families of children enrolled at the service of any closure;
                      v.             procedures for reviewing and updating the Emergency Management Plan (EMP).
d.         the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.         by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP) is submitted to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal.",25,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Apr-15,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,9:00,14:30,9:00,14:30,9:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003602,PR-00001533,Queenscliff Kindergarten,Bethany Kindergarten Services Limited,Centre-Based Care,10 Stevens Street,QUEENSCLIFF,VIC,3225,352581342,352581342,queenscliff.kin@bethany.org.au,,33,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Nov-14,,,,,,,,,,29/01/2019,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:00,16:30,8:00,14:30,8:00,17:30,8:00,16:30,8:00,14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003603,PR-00002321,Lonsdale House Childcare,Lonsdale House Childcare Pty Ltd as Trustee of the Lonsdale House Childcare Trust,Centre-Based Care,2 Old Geelong Road,POINT LONSDALE,VIC,3225,352584231,352581833,admin@lonsdalehousechildcare.com.au,,69,1/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jan-19,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jan-14,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003604,PR-00001931,Richmond Kindergarten,Yarra City Council,Centre-Based Care,27 Duke Street,RICHMOND,VIC,3121,394285173,,Justeen.Fitzgibbon@yarracity.vic.gov.au,"•	Where the service is unable to comply with Regulation 136, the approved provider must ensure that all staff present at the education and care service follow the procedures identified in the application for temporary waiver.
•	The approved provider must ensure that practical training is undertaken as soon as practicable for the relevant qualifications for all staff.
•	The approved provider must ensure they notify the Regulatory Authority within 14 days if the waiver is no longer required.",28,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Nov-17,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,May-13,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,9:00,13:00,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,,,,,,,,,,,,,,,,,,,No
SE-00003605,PR-00001450,Dame Nellie Melba Kindergarten,Dame Nellie Melba Kindergarten Inc,Centre-Based Care,18 Goodwood Street,RICHMOND,VIC,3121,394282282,,admin@dnmk.com.au,,55,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Aug-18,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jun-14,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,12:00,12:00,17:30,12:00,17:30,12:00,17:30,9:00,12:00,,,,,13:00,16:00,8:30,14:30,8:30,14:30,8:30,12:00,,,,,,,,,,,,,,,,,,,,,No
SE-00003606,PR-00001931,Yarraberg Child Care & Community Centre,Yarra City Council,Centre-Based Care,4 River Street,RICHMOND,VIC,3121,392742740,,robert.nguyen@yarracity.vic.gov.au,No more than one nominated educator meeting the requirements of regulation 56 of the Children Services Regulations 1998 can be counted in the diploma level qualified educator to child ratios.,54,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-18,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-14,,Yes,No,No,No,No,No,No,7:15,18:00,7:15,18:00,7:15,18:00,7:15,18:00,7:15,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003607,PR-00001947,Boroondara Kindergarten,Early Childhood Management Services Inc,Centre-Based Care,12 Cooke Court,RICHMOND NORTH,VIC,3121,394283619,394283619,boroondarakindergarten@ecms.org.au,,59,1/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-18,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Oct-14,2/06/2017,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:00,16:15,8:00,16:15,8:00,16:15,8:00,16:15,8:00,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003608,PR-00001329,Alpha Early Learning Centre,Australian Greek Welfare Society,Centre-Based Care,8 Corsair Street,RICHMOND,VIC,3121,03 9429 1488,03 9427 9444,alphachildrenscentre@agws.com.au,,55,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Nov-17,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Dec-14,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003609,PR-00001300,Acacia Children's Centre,Acacia Indo-chinese Community Support Association Inc,Centre-Based Care,13 Belgium Avenue,RICHMOND,VIC,3121,394296150,394294220,acc@acacia.org.au,,43,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Sep-15,,Yes,No,No,No,No,No,No,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003611,PR-00001770,Richmond Creche and Kindergarten Inc,Richmond Creche and Kindergarten Inc,Centre-Based Care,14 Abinger Street,RICHMOND,VIC,3121,03 9428 2663,03 9427 7138,admin@richmondcreche.com.au,"No more than 48 children can be educated and cared for by the service at any one time. The approved provider must comply with the Interim Soil Contamination Management Plan, Prepared by Golder Associates Pty Ltd, which must be with the service approval and available for inspection at all times .The approved provider must not undertake any activity during the hours of operation of the education and care service unless a ""Separation Layer"" coupled with  walls, fences to cordon off areas of the site is implemented to prevent direct contact by children. No landscaping may be undertaken without prior approval from the Regulatory Authority.",70,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Mar-15,,,,,,,,,,,Yes,No,No,No,No,No,No,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003612,PR-00001879,TRY Richmond Multicultural Children's Centre,TRY AUSTRALIA CHILDREN'S SERVICES,Centre-Based Care,16 Gleadell Street,RICHMOND,VIC,3121,394286537,394286537,rmcc@try.org.au,,36,1/01/2012,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-17,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-13,2/07/2018,Yes,No,No,No,No,No,No,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003613,PR-40009335,Heathmont Kindergarten,BILINGUAL MONTESSORI PTY LTD,Centre-Based Care,41 Viviani Crescent,HEATHMONT EAST,VIC,3135,390077810,,admin@heathmontkindergarten.com.au,No more than one nominated educator meeting the requirements of regulation 56 of the Children Services Regulations 1998 can be counted in the diploma level qualified educator to child ratios.,65,1/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jun-19,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-15,27/08/2020,Yes,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,12:30,8:30,14:30,,,8:30,13:30,,,,,,,9:15,14:15,9:15,12:15,9:15,14:15,9:15,14:15,9:15,12:15,,,,,,,,,,,,,,,,,,,No
SE-00003615,PR-00001565,Heathmont East Kindergarten,Heathmont East Preschool Inc,Centre-Based Care,Lot 4a Pleasant Drive,HEATHMONT,VIC,3135,397294762,,heathmont.east.kin@kindergarten.vic.gov.au,,28,1/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Oct-17,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Nov-12,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,9:00,14:00,,,9:00,12:15,13:00,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003616,PR-00001744,Pinemont Preschool,Pinemont Preschool Association Inc,Centre-Based Care,29 Hygeia Parade,RINGWOOD,VIC,3134,398703582,398703582,pinemont.kin@kindergarten.vic.gov.au,,30,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,May-20,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Sep-14,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,11:15,16:15,8:30,13:30,8:30,13:30,,,8:30,13:30,,,,,8:30,11:00,13:30,16:00,13:30,16:00,9:30,14:30,,,,,,,,,,,,,,,,,,,,,No
SE-00003617,PR-00001716,North Ringwood Preschool Inc,North Ringwood Preschool Inc,Centre-Based Care,70 Lockhart Road,RINGWOOD NORTH,VIC,3134,398705418,,north.ringwood.kin@kindergarten.vic.gov.au,,28,1/01/2012,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Apr-17,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-13,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:15,15:45,8:30,12:30,8:15,15:45,8:00,14:30,11:30,16:00,,,,,,,13:00,16:00,,,14:30,16:30,8:00,11:00,,,,,,,,,,,,,,,,,,,No
SE-00003618,PR-40011040,Ringwood Uniting Church Kindergarten,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,2 Greenwood Avenue,RINGWOOD,VIC,3134,398701707,398701707,ringwood.els@vt.uniting.org,,54,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Sep-15,,,,,,,,,,1/07/2017,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:45,12:15,12:15,15:45,8:45,12:30,8:45,12:15,8:45,12:30,,,,,12:45,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003619,PR-00001658,Maroondah Kindergarten,Maroondah Preschool Parents Club Inc,Centre-Based Care,16 Evon Avenue,RINGWOOD EAST,VIC,3135,398702874,,maroondah.kin@kindergarten.vic.gov.au,,29,1/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jun-18,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jul-13,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,9:15,12:15,,,9:15,12:15,,,,,,,,,,,9:15,14:30,,,9:15,14:30,9:15,14:30,,,,,,,,,,,,,,,,,,,No
SE-00003620,PR-00001498,Ellie V Pullin Kindergarten,Ellie V Pullin Preschool Inc,Centre-Based Care,30 Tortice Drive,RINGWOOD NORTH,VIC,3134,398764251,398761250,ellie.v.pullin.kin@kindergarten.vic.gov.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.         the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.         the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.         the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
                       i.             a list of the service’s emergency contact details;
                      ii.             procedures for monitoring and managing bushfire risks and events;
                     iii.             procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
                     iv.             procedures for notifying families of children enrolled at the service of any closure;
                      v.             procedures for reviewing and updating the Emergency Management Plan (EMP).
d.         the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.         by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP)
                       i.             to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal; and
                      ii.             where a service operates from a school premises, to the principal of the school.",29,1/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Nov-17,Meeting NQS,Working Towards NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Oct-14,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:30,8:30,16:30,8:30,16:00,8:30,16:30,8:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003621,PR-40001963,Ringwood East Childcare & Kindergarten,C NEWELL & K SCANLON PTY LTD,Centre-Based Care,105 Mt Dandenong Road,RINGWOOD EAST,VIC,3135,398796442,,ringwood.east@bigpond.com,"Where Regulation 132 would normally apply, a person must be present at the education and care service who is actively working towards an approved early childhood teacher qualification; and has completed at least 50% of the course; or holds an approved diploma level education and care qualification.",37,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-18,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jan-18,29/09/2014,Yes,No,No,No,No,No,No,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003622,PR-00002336,Heathmont East Early Learning Centre,Maurbre PTY. LTD. As Trustee For King Family Trust.,Centre-Based Care,13 Armstrong Road,HEATHMONT EAST,VIC,3135,03 9729 5407,,mtcollings@yahoo.com.au,,35,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-20,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Dec-17,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003624,PR-00002157,Knaith Road Child Care Centre,Knaith Road Child Care Centre Inc,Centre-Based Care,Knaith Road,RINGWOOD EAST,VIC,3135,398706966,398703066,office@krccc.com.au,,50,1/01/2012,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Apr-18,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,May-13,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003625,PR-00002154,North Ringwood Community Children's Centre Inc.,North Ringwood Community Children's Centre Inc,Centre-Based Care,"Norwood Reserve, 125a Warrandyte Road",RINGWOOD NORTH,VIC,3134,03 9879 2875,03 9879 2633,nrccc@netspace.net.au,,50,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-19,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Apr-14,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003626,PR-40006340,Choklits Child Care,MADE FOR LEARNING PTY. LTD. ATF JADE INGLEBY FAMILY TRUST,Centre-Based Care,319 Canterbury Road,RINGWOOD,VIC,3134,03 9879 5888,,kids@choklits.com.au,,90,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-13,9/05/2016,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003627,PR-40007639,Top Kids Childcare & Pre-School,Discovery X Pty Ltd,Centre-Based Care,30 Bond Street,RINGWOOD,VIC,3134,398798055,398798045,ringwood@topkidschildcare.com.au, That no child that is either toilet trained or toilet training be able to utilise children's room 2 and 3.,92,1/01/2012,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jul-18,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jul-13,1/11/2019,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003629,PR-40012078,Shine Bright Rochester Kindergarten,SHINE BRIGHT EYM,Centre-Based Care,Cnr Fraser & Mackay Streets,ROCHESTER,VIC,3561,354841532,354841532,adele.withers@shinebright.org.au,,30,1/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Nov-16,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-12,16/04/2018,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,9:00,15:00,9:00,15:00,8:30,11:30,9:00,15:00,9:00,15:00,,,,,,,,,12:30,15:30,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003630,PR-40012078,Shine Bright Gunbower Kindergarten,SHINE BRIGHT EYM,Centre-Based Care,1 Wilson Street,GUNBOWER,VIC,3566,354871382,354871382,cynthia.mcfarlane@shinebright.org.au,,22,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Oct-17,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jun-13,17/04/2018,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,9:00,14:00,9:00,14:00,9:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003631,PR-40012078,Shine Bright Lockington Kindergarten,SHINE BRIGHT EYM,Centre-Based Care,8 Burns Street,LOCKINGTON,VIC,3563,354862585,354862585,tracey.norris@shinebright.org.au,,25,1/01/2012,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Oct-16,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-12,16/04/2018,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,8:45,13:45,,,8:45,13:45,8:45,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003632,PR-00001404,Rochester & District Child Care Centre,Campaspe Shire Council,Centre-Based Care,35 Mackay Street,ROCHESTER,VIC,3561,354841979,354841979,rochester.ldc@campaspe.vic.gov.au,,38,1/01/2012,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Mar-20,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jun-16,,Yes,No,No,No,No,No,No,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00003633,PR-00001545,Merrigum Kindergarten & Early Childhood Services,Goulburn Region Preschool Association Inc,Centre-Based Care,Waverley Avenue,MERRIGUM,VIC,3618,358552467,,merrigum.kin@kindergarten.vic.gov.au,,25,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Aug-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Sep-13,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
